Dataset,EmbeddingStrategy,Architecture,TestBLEU,TestROUGE_L,CheckpointPath,BestValBLEU,BestValROUGE_L
regex_aggressive_preprocessed,fasttext,RNN,0.005995172469798596,0.0,./outputs/qa_seq2seq_checkpoints/best_RNN.pt,0.005719985039622534,0.0
regex_aggressive_preprocessed,fasttext,LSTM,0.004420133408276454,0.0,./outputs/qa_seq2seq_checkpoints/best_LSTM.pt,0.004377379763825263,0.0
regex_aggressive_preprocessed,fasttext,GRU,0.02503442958862311,0.0033594624860022394,./outputs/qa_seq2seq_checkpoints/best_GRU.pt,0.026805186778012555,0.004398749916337616
regex_aggressive_preprocessed,fasttext,BiGRU,0.032977961678263716,0.006213589159067882,./outputs/qa_seq2seq_checkpoints/best_BiGRU.pt,0.0338484667642418,0.008700493559648487
regex_aggressive_preprocessed,bert,RNN,0.028331001540491244,0.003989361702127659,./outputs/qa_seq2seq_checkpoints/best_RNN.pt,0.029051293455057685,0.004694835680751174
regex_aggressive_preprocessed,bert,LSTM,0.009902906257110336,0.0,./outputs/qa_seq2seq_checkpoints/best_LSTM.pt,0.01700460677367132,0.0
regex_aggressive_preprocessed,bert,GRU,0.032381640678450674,0.008200354609929078,./outputs/qa_seq2seq_checkpoints/best_GRU.pt,0.030916665028300778,0.006279557688008392
regex_aggressive_preprocessed,bert,BiGRU,0.03930051588265449,0.01166096757852077,./outputs/qa_seq2seq_checkpoints/best_BiGRU.pt,0.04183067735121906,0.014440393548374767
regex_aggressive_preprocessed,gpt,RNN,0.03290240363571065,0.004432624113475178,./outputs/qa_seq2seq_checkpoints/best_RNN.pt,0.034706541310672905,0.0025821596244131454
regex_aggressive_preprocessed,gpt,LSTM,0.013617779131209753,0.0013297872340425532,./outputs/qa_seq2seq_checkpoints/best_LSTM.pt,0.017968950817110575,0.0003129890453834116
regex_aggressive_preprocessed,gpt,GRU,0.02687174996352083,0.007313829787234043,./outputs/qa_seq2seq_checkpoints/best_GRU.pt,0.03199580778752399,0.006259780907668232
regex_aggressive_preprocessed,gpt,BiGRU,0.0516309597790379,0.010047281323877067,./outputs/qa_seq2seq_checkpoints/best_BiGRU.pt,0.05764534845396724,0.012234348854067163
