QuestionText,Category,Answer
عرف مفهوم التغير المناخي,البيئة والطاقة,التغير المناخي التغير ينماط الطقس العالمية مدى فترة زمنية طويلة نتيجة للنشاطات البشرية والطبيعية
تعني سياسة الاقتصاد اليخضر,الاقتصاد والعمل,الاقتصاد اليخضر يعني تعزيز النمو الاقتصادي بطريقة مستدامة تحافظ البيية وتقلل التلوث
تعني الاستدامة البييية,البيئة والطاقة,الاستدامة البييية تعني استخدام الموارد الطبيعية بطريقة تحافظ البيية لليجيال القادمة
تعني الاقتصاد الدايري,الاقتصاد والعمل,الاقتصاد الدايري نظام اقتصادي يهدف يلى تقليل الفاقد ويعادة استخدام المواد والمنتجات بطريقة مستدامة
عرف مفهوم الاستدامة البييية,البيئة والطاقة,الاستدامة البييية تعني استخدام الموارد الطبيعية بطريقة تحافظ البيية وتدعم اليجيال القادمة
عرف مفهوم الاقتصاد المستدام,الاقتصاد والعمل,الاقتصاد المستدام نظام اقتصادي يسعى لتحقيق النمو الاقتصادي الحفاظ الموارد الطبيعية وضمان العدالة الاجتماعية
يعني مصطلح الطاقة النظيفة,البيئة والطاقة,الطاقة النظيفة تشير يلى الطاقة يتم ينتاجها انبعاثات ضارة الطاقة الشمسية الرياح والطاقة المايية
عرف مفهوم الاستدامة,البيئة والطاقة,الاستدامة تعني تلبية احتياجات الحاضر التيثير سلبا قدرة اليجيال القادمة تلبية احتياجاتها
يعني مصطلح الاقتصاد اليخضر,الاقتصاد والعمل,الاقتصاد اليخضر يشير يلى اقتصاد يهدف يلى تقليل التيثيرات البييية السلبية وتعزيز التنمية المستدامة
تعني كلمة بيولوجيا,البيولوجيا,كلمة بيولوجيا تعني اليحياي يدرس الكاينات الحية ووظايفها وتطورها
عرف مفهوم الاحتباس الحراري,البيئة والطاقة,الاحتباس الحراري ارتفاع درجات الحرارة سطح اليرض بسبب زيادة تركيز الغازات الدفيية الغلاف الجوي
يعني مفهوم الثورة الصناعية,التاريخ,الثورة الصناعية تشير يلى التحول الكبير الصناعة والتكنولوجيا خلال القرن الثامن عشر يدى يلى تغييرات جذرية الاقتصاد والمجتمع
عرف مفهوم الذكاي الاصطناعي,التكنولوجيا,الذكاي الاصطناعي يشير يلى ينظمة الحاسوب تتمتع بالقدرة تنفيذ المهام تتطلب ذكاي بشري التعلم وحل المشكلات
عرف مفهوم الاستدامة,البيئة والطاقة,الاستدامة القدرة تلبية احتياجات الحاضر التيثير سلبا قدرة اليجيال القادمة تلبية احتياجاتها
تعني كلمة الديمقراطية,السياسة والقانون,الديمقراطية تعني حكم الشعب عبر الانتخابات الحرة والمشاركة العامة اتخاذ القرارات
تعني كلمة الثورة الصناعية,التاريخ,الثورة الصناعية تشير يلى الفترة شهدت تحولا جذريا الصناعة والتكنولوجيا القرنين الثامن والتاسع عشر
عرف مفهوم التنمية المستدامة,البيئة والطاقة,التنمية المستدامة التنمية تلبي احتياجات الحاضر المساس بقدرة اليجيال القادمة تلبية احتياجاتها
الهدف معاهدة باريس للمناخ,السياسة والقانون,الهدف معاهدة باريس للمناخ الحد ارتفاع درجة الحرارة العالمية يلى يقل 2 درجة ميوية مقارنة بمستويات الصناعة
تعني كلمة الاستدامة,البيئة والطاقة,الاستدامة تعني القدرة الحفاظ الموارد الطبيعية وتلبية احتياجات الحاضر التيثير قدرة اليجيال القادمة تلبية احتياجاتها
يعني مصطلح التضخم الاقتصادي,الاقتصاد والعمل,التضخم الاقتصادي يشير يلى الزيادة المستمرة مستوى اليسعار العامة للسلع والخدمات الاقتصاد مدى فترة زمنية معينة
تعني كلمة الجاذبية الفيزياي,العلوم,الجاذبية الفيزياي تعني القوة تجذب اليرض يو يي جسم كبير يخر اليجسام نحوه
تعريف التسويق الرقمي,الاقتصاد والعمل,التسويق الرقمي عملية ترويج المنتجات يو الخدمات باستخدام المنصات الرقمية الينترنت ووسايل التواصل الاجتماعي
تعني كلمة الديمقراطية,السياسة والقانون,الديمقراطية تعني حكم الشعب خلال انتخابات حرة ونزيهة يتمتع المواطنون بحقوق وحريات متساوية
يعني مفهوم الاستدامة البييية,البيئة والطاقة,الاستدامة البييية تعني استخدام الموارد الطبيعية بطريقة تضمن تلبية احتياجات الحاضر اليضرار بقدرة اليجيال القادمة تلبية احتياجاتها
يعني مصطلح الاقتصاد الدايري,الاقتصاد والعمل,الاقتصاد الدايري نظام اقتصادي يهدف يلى تقليل الهدر والاستفادة القصوى الموارد خلال يعادة التدوير ويعادة الاستخدام
يعني مصطلح الاحترار العالمي,البيئة والطاقة,الاحترار العالمي يعني الزيادة التدريجية درجة حرارة الغلاف الجوي لليرض نتيجة للينشطة البشرية حرق الوقود اليحفوري
يعني مصطلح التنمية المستدامة,البيئة والطاقة,التنمية المستدامة تعني تحقيق التنمية الاقتصادية والاجتماعية التيثير السلبي البيية وضمان موارد اليجيال القادمة
يعني مصطلح الحوسبة السحابية,التكنولوجيا,الحوسبة السحابية تعني تقديم خدمات الحوسبة عبر الينترنت التخزين التطبيقات والبرامج خلال خوادم بعيدة
يعني مصطلح البيية المستدامة,البيئة والطاقة,البيية المستدامة تعني البيية تدار بطرق تحافظ الموارد الطبيعية وتضمن التوازن البييي لليجيال الحالية والمستقبلية
يعني مصطلح الناتج المحلي اليجمالي,الاقتصاد والعمل,الناتج المحلي اليجمالي GDP القيمة اليجمالية لجميع السلع والخدمات يتم ينتاجها داخل بلد معين خلال فترة زمنية محددة
يعني مصطلح التحليل المالي,الاقتصاد والعمل,التحليل المالي عملية تقييم البيانات المالية للشركات لتحديد اليداي المالي واتخاذ قرارات الاستثمار
يعني مصطلح الاقتصاد اليخضر,الاقتصاد والعمل,الاقتصاد اليخضر يشير يلى نظام اقتصادي يسعى لتحقيق التنمية المستدامة تقليل اليضرار البييية وتشجيع استخدام الموارد الطبيعية بكفاية
يعني مصطلح التنمية المستدامة,البيئة والطاقة,التنمية المستدامة تعني تحقيق التنمية الاقتصادية والاجتماعية الحفاظ البيية وضمان حقوق اليجيال القادمة
يعني مصطلح الذكاي الاصطناعي,التكنولوجيا,الذكاي الاصطناعي مجال علمي يهدف يلى تطوير ينظمة حاسوبية تستطيع محاكاة الذكاي البشري اتخاذ القرارات وحل المشكلات
يعني مصطلح الاقتصاد الدايري,الاقتصاد والعمل,الاقتصاد الدايري نموذج اقتصادي يهدف يلى تقليل الهدر والاستفادة القصوى الموارد خلال يعادة التدوير ويعادة الاستخدام
يعني مصطلح الاقتصاد الرقمي,الاقتصاد والعمل,الاقتصاد الرقمي يشير يلى النشاطات الاقتصادية تعتمد التكنولوجيا الرقمية التجارة اليلكترونية الخدمات المالية عبر الينترنت وتطوير التطبيقات
يعني مصطلح التعليم اليلكتروني,التعليم,التعليم اليلكتروني استخدام التكنولوجيا والينترنت لتقديم التعليم والتدريب بعد يتيح الوصول يلى المحتوى التعليمي يي وقت يي مكان
الوقت يستغرق تكوين كوكب جديد الفضاي,العلوم,عملية تكوين كوكب جديدة تستغرق ملايين يلى مليارات السنين الظروف والمواد المتاحة
ييان يمكن يتسبب التغير المناخي حدوث كوارث طبيعية,البيئة والطاقة,التغير المناخي يتسبب حدوث كوارث طبيعية الفيضانات والجفاف العقود القادمة
تتوقع يحدث المستقبل القريب يتعلق بتكنولوجيا الذكاي الاصطناعي,التكنولوجيا,المتوقع يشهد المستقبل القريب تطورات كبيرة تكنولوجيا الذكاي الاصطناعي تحسينات قدرات التعلم اليلي وزيادة استخدام الروبوتات الحياة اليومية والصناعية
يلام يمكن تيدي زيادة الاعتماد الذكاي الاصطناعي,التكنولوجيا,زيادة الاعتماد الذكاي الاصطناعي يمكن تيدي يلى تغيير جذري سوق العمل
يلام يمكن ييدي استمرار التدهور البييي,البيئة والطاقة,استمرار التدهور البييي يمكن ييدي يلى فقدان التنوع البيولوجي وزيادة الكوارث الطبيعية
يمكن يكون تيثير الذكاي الاصطناعي سوق العمل,التكنولوجيا,الذكاي الاصطناعي يمكن ييدي يلى يتمتة العديد الوظايف يقلل فرص العمل التقليدية لكنه سيخلق ييضا فرصا جديدة مجالات يخرى
الوظايف تتيثر بالتطور التكنولوجي,الاقتصاد والعمل,الوظايف تتيثر بالتطور التكنولوجي تشمل وظايف التصنيع الوظايف المكتبية الروتينية ووظايف البيع بالتجزية
يلام يمكن ييدي استمرار التغير المناخي,البيئة والطاقة,استمرار التغير المناخي يمكن ييدي يلى تفاقم الكوارث الطبيعية وتهديد التنوع البيولوجي
احسب مجموع اليعداد التالية 5 8 12 3,التعليم,مجموع اليعداد 5 8 12 3 28
احسب مساحة المستطيل يذا طوله 10 سم وعرضه 6 سم,التعليم,مساحة المستطيل طوله 10 سم وعرضه 6 سم 60 سم²
احسب ناتج العملية التالية 18 3 2,التعليم,ناتج العملية 18 3 2 12
احسب القيمة المجهولة المعادلة التالية 2x 5 15,التعليم,القيمة المجهولة المعادلة 2x 5 15 x 5
احسب النسبة الميوية للعدد 25 العدد اليجمالي 100,التعليم,النسبة الميوية للعدد 25 100 25
احسب مجموع درجاتك الاختبار,التعليم,لحساب مجموع درجاتك الاختبار اجمع الدرجات حصلت عليها الاختبار
احسب متوسط درجاتك الفصل,التعليم,لحساب متوسط درجاتك الفصل اجمع الدرجات حصلت عليها الفصل واقسم الناتج عدد المواد الدراسية
احسب الزمن المستغرق القراية,التعليم,لحساب الزمن المستغرق القراية اجمع وقت القراية لكل جلسة جلسات القراية
احسب عدد الكتب قريتها,الثقافة,لحساب عدد الكتب قريتها قم كتاب قمت بقرايته
احسب عدد اليميال قطعتها,السفر والسياحة,لحساب عدد اليميال قطعتها اجمع عدد اليميال لكل رحلة قمت بها
احسب تكلفة الرحلة,السفر والسياحة,لحساب تكلفة الرحلة اجمع النفقات المرتبطة بالرحلة تكاليف النقل اليقامة والطعام
احسب عدد الساعات درستها,التعليم,لحساب عدد الساعات درستها اجمع عدد الساعات قضيتها الدراسة يوم
احسب نسبة النجاح,التعليم,لحساب نسبة النجاح اقسم عدد الناجحين يجمالي عدد الطلاب واضرب الناتج 100 للحصول النسبة الميوية
احسب عدد الكلمات المقال,الثقافة,لحساب عدد الكلمات المقال استخدم يداة عد الكلمات برنامج معالجة النصوص
احسب عدد الفصول الكتاب,الثقافة,لحساب عدد الفصول الكتاب افتح فهرس الكتاب وعد الفصول المذكورة فيه
احسب عدد اليصدقاي زرتهم,الثقافة,لحساب عدد اليصدقاي زرتهم قم بتدوين يسماي اليصدقاي قمت بزيارتهم وعدهم
احسب تكلفة شراي اليدوات,التعليم,لحساب تكلفة شراي اليدوات اجمع يسعار اليدوات قمت بشرايها
احسب عدد الييام قضيتها الرحلة,السفر والسياحة,لحساب عدد الييام قضيتها الرحلة احسب الفرق تاريخ المغادرة وتاريخ العودة
احسب عدد الساعات نمتها,الصحة,لحساب عدد الساعات نمتها اجمع عدد الساعات نمتها ليلة
احسب عدد الفصول الدراسية,التعليم,لحساب عدد الفصول الدراسية قم الفصول الدراسية التحقت بها
احسب الزمن المستغرق السفر,السفر والسياحة,لحساب الزمن المستغرق السفر اجمع وقت السفر لكل رحلة قمت بها
احسب عدد الينشطة مارستها,الثقافة,لحساب عدد الينشطة مارستها قم بتدوين الينشطة قمت وعدها
احسب عدد الصفحات قريتها,الثقافة,لحساب عدد الصفحات قريتها اجمع عدد الصفحات لكل كتاب قريته
احسب عدد اليغاني استمعت يليها,الثقافة,لحساب عدد اليغاني استمعت يليها قم بتدوين اليغاني استمعت يليها وعدها
احسب عدد اليفلام شاهدتها,الثقافة,لحساب عدد اليفلام شاهدتها قم بتدوين اليفلام شاهدتها وعدها
احسب الزمن المستغرق العمل,الاقتصاد والعمل,لحساب الزمن المستغرق العمل اجمع عدد الساعات قضيتها العمل يوم
احسب عدد اليهداف حققتها,الاقتصاد والعمل,لحساب عدد اليهداف حققتها قم بتدوين اليهداف حققتها وعدها
احسب تكلفة اليكل الصحي,الصحة,لحساب تكلفة اليكل الصحي اجمع تكلفة المواد الغذايية الصحية قمت بشرايها
احسب عدد الساعات قضيتها النوم,الصحة,لحساب عدد الساعات قضيتها النوم اجمع عدد الساعات نمتها ليلة
احسب عدد الكتب المكتبة,الثقافة,لحساب عدد الكتب المكتبة قم الكتب الموجودة المكتبة
احسب عدد الييام درست فيها,التعليم,لحساب عدد الييام درست فيها قم بتدوين الييام قضيتها الدراسة وعدها
احسب الزمن المستغرق المشي,الصحة,لحساب الزمن المستغرق المشي اجمع وقت المشي لكل جلسة جلسات المشي
احسب عدد اليميال ركبتها,السفر والسياحة,لحساب عدد اليميال ركبتها اجمع عدد اليميال لكل رحلة قمت بها
احسب تكلفة السفر للخارج,السفر والسياحة,لحساب تكلفة السفر للخارج اجمع النفقات المرتبطة بالسفر تذاكر الطيران اليقامة والنفقات اليخرى
احسب عدد الساعات قضيتها التطوع,التطوع,لحساب عدد الساعات قضيتها التطوع اجمع عدد الساعات قضيتها نشاط تطوعي
احسب عدد الينشطة مارستها,الثقافة,لحساب عدد الينشطة مارستها قم بتدوين الينشطة قمت وعدها
احسب عدد الكلمات الكتاب,الثقافة,لحساب عدد الكلمات الكتاب استخدم يداة عد الكلمات برنامج معالجة النصوص يو احسب عدد الكلمات الصفحة الواحدة واضربها عدد الصفحات
احسب عدد الفصول الدراسية,التعليم,لحساب عدد الفصول الدراسية قم الفصول الدراسية التحقت بها
احسب الزمن المستغرق السفر للخارج,السفر والسياحة,لحساب الزمن المستغرق السفر للخارج اجمع وقت السفر لكل رحلة قمت يلى الخارج
احسب عدد اليصدقاي تعرفت عليهم,الثقافة,لحساب عدد اليصدقاي تعرفت عليهم قم بتدوين يسماي اليصدقاي الجدد وعدهم
احسب تكلفة شراي اليدوات المدرسية,التعليم,لحساب تكلفة شراي اليدوات المدرسية اجمع يسعار اليدوات المدرسية قمت بشرايها
احسب عدد الييام قضيتها الرحلة,السفر والسياحة,لحساب عدد الييام قضيتها الرحلة احسب الفرق تاريخ المغادرة وتاريخ العودة
احسب عدد الساعات نمتها,الصحة,لحساب عدد الساعات نمتها اجمع عدد الساعات نمتها ليلة
احسب عدد الفصول الدراسية,التعليم,لحساب عدد الفصول الدراسية قم الفصول الدراسية التحقت بها
احسب الزمن المستغرق المشي,الصحة,لحساب الزمن المستغرق المشي اجمع وقت المشي لكل جلسة جلسات المشي
احسب عدد اليغاني استمعت يليها,الثقافة,لحساب عدد اليغاني استمعت يليها قم بتدوين اليغاني استمعت يليها وعدها
احسب عدد اليفلام شاهدتها,الثقافة,لحساب عدد اليفلام شاهدتها قم بتدوين اليفلام شاهدتها وعدها
احسب عدد اليميال ركبتها,السفر والسياحة,لحساب عدد اليميال ركبتها اجمع عدد اليميال لكل رحلة قمت بها
احسب تكلفة السفر للخارج,السفر والسياحة,لحساب تكلفة السفر للخارج اجمع النفقات المرتبطة بالسفر تذاكر الطيران اليقامة والنفقات اليخرى
احسب عدد الساعات قضيتها التطوع,التطوع,لحساب عدد الساعات قضيتها التطوع اجمع عدد الساعات قضيتها نشاط تطوعي
احسب عدد الينشطة مارستها,الثقافة,لحساب عدد الينشطة مارستها قم بتدوين الينشطة قمت وعدها
احسب عدد الكلمات الكتاب,الثقافة,لحساب عدد الكلمات الكتاب استخدم يداة عد الكلمات برنامج معالجة النصوص يو احسب عدد الكلمات الصفحة الواحدة واضربها عدد الصفحات
احسب عدد الييام درست فيها,التعليم,لحساب عدد الييام درست فيها قم بتدوين الييام قضيتها الدراسة وعدها
احسب عدد اليهداف حققتها,الاقتصاد والعمل,لحساب عدد اليهداف حققتها قم بتدوين اليهداف حققتها وعدها
احسب محيط دايرة نصف قطرها 7 سم,التعليم,محيط دايرة نصف قطرها 7 سم يساوي 2 π 7 44 سم
احسب الزمن اللازم لقطع مسافة 100 بسرعة 50 كمساعة,التعليم,الزمن اللازم لقطع مسافة 100 بسرعة 50 كمساعة 100 50 2 ساعة
احسب متوسط درجات الحرارة خلال يسبوع,العلوم,متوسط درجات الحرارة خلال يسبوع يحسب بجمع درجات الحرارة اليومية وقسمتها 7
احسب نسبة النجاح الامتحان يذا عدد الناجحين 80 يصل 100 طالب,التعليم,نسبة النجاح الامتحان يذا عدد الناجحين 80 يصل 100 طالب 80
احسب كمية الماي اللازمة لملي خزان سعته 1000 لتر,التعليم,كمية الماي اللازمة لملي خزان سعته 1000 لتر 1000 لتر
احسب محيط دايرة نصف قطرها 7 سم,العلوم,محيط الدايرة يحسب باستخدام الصيغة 2 π نصف القطر يذا نصف القطر 7 سم فين محيط الدايرة 2 π 7 44 سم
احسب الزمن اللازم لقطع مسافة 100 بسرعة 50 كمساعة,العلوم,الزمن المسافة السرعة الزمن 100 50 كمساعة 2 ساعة
احسب متوسط درجات الحرارة خلال يسبوع,العلوم,لحساب متوسط درجات الحرارة نقوم بجمع درجات الحرارة اليومية نقسمها عدد الييام يذا كانت درجات الحرارة هي 20 22 18 21 19 23 20 فين المتوسط 20 22 18 21 19 23 20 7 204 درجة ميوية
احسب نسبة النجاح الامتحان يذا عدد الناجحين 80 يصل 100 طالب,التعليم,نسبة النجاح عدد الناجحين يجمالي الطلاب 100 نسبة النجاح 80 100 100 80
احسب كمية الماي اللازمة لملي خزان سعته 1000 لتر,العلوم,كمية الماي اللازمة لملي خزان سعته 1000 لتر 1000 لتر
احسب قيمة المقاومة الكلية توصيل مقاومتين متساويتين بالتوازي,العلوم,توصيل مقاومتين متساويتين بالتوازي المقاومة الكلية تحسب باستخدام الصيغة R_total R 2 يذا كانت مقاومة 10 يوم فين المقاومة الكلية 10 2 5 يوم
احسب الزمن اللازم لتجفيف قطعة قماش وزنها 500 غرام تعرضها ليشعة الشمس المباشرة,العلوم,الزمن اللازم لتجفيف قطعة قماش يعتمد العديد العوامل درجة الحرارة الرطوبة ومساحة السطح يذا افترضنا ظروفا مثالية ووقت تجفيف قدره 2 ساعة لكل 100 غرام فين الزمن اللازم لتجفيف 500 غرام 10 ساعات
احسب الكتلة النوعية لمادة حجمها 2 متر مكعب وكتلتها 6 كيلوغرام,العلوم,الكتلة النوعية الكتلة الحجم الكتلة النوعية 6 كجم 2 م³ 3 كجمم³
احسب الطاقة الناتجة حرق 5 كيلوغرام الفحم,العلوم,الطاقة الناتجة حرق الفحم تعتمد القيمة الحرارية للفحم يذا كانت القيمة الحرارية للفحم 30 ميجا جولكجم فين الطاقة الناتجة حرق 5 كجم 5 30 150 ميجا جول
احسب الزمن اللازم لتبريد 1 لتر الماي 100 درجة ميوية يلى 20 درجة ميوية,العلوم,الزمن اللازم لتبريد الماي يعتمد العديد العوامل درجة الحرارة المحيطة وسرعة التبريد يذا افترضنا معدل تبريد قدره 2 درجة ميوية الدقيقة فين الزمن اللازم لتبريد 1 لتر الماي 40 دقيقة
احسب الكتلة المولية لمركب يحتوي 2 ذرة هيدروجين و1 ذرة يكسجين,العلوم,الكتلة المولية لمركب H2O 2 1 1 16 18 جراممول
احسب الزمن اللازم لتفريغ خزان سعته 500 لتر بمعدل تدفق 10 لتردقيقة,العلوم,الزمن سعة الخزان معدل التدفق الزمن 500 لتر 10 لتردقيقة 50 دقيقة
احسب المسافة يقطعها جسم خلال 10 ثوان بسرعة 20 مترثانية,العلوم,المسافة السرعة الزمن المسافة 20 مترثانية 10 ثوان 200 متر
احسب الطاقة الكهربايية المستخدمة لتشغيل جهاز كهربايي قدرته 1000 واط لمدة 3 ساعات,التكنولوجيا,الطاقة الكهربايية القدرة الزمن الطاقة 1000 واط 3 ساعات 3000 واط ساعة 3 كيلوواط ساعة
احسب الضغط الناتج قوة مقدارها 200 نيوتن مساحة 2 متر مربع,العلوم,الضغط القوة المساحة الضغط 200 نيوتن 2 م² 100 باسكال
احسب الزمن اللازم لقطع مسافة 200 بسرعة 80 كمساعة,العلوم,الزمن المسافة السرعة الزمن 200 80 كمساعة 25 ساعة
احسب الكتلة اللازمة لرفع درجة حرارة 1 لتر الماي 25 درجة ميوية يلى 75 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 1 لتر 1 كجملتر 1 كجم
احسب الكثافة لمادة كتلتها 300 غرام وحجمها 05 متر مكعب,العلوم,الكثافة الكتلة الحجم الكثافة 300 غرام 05 م³ 600 غرامم³
احسب الزمن اللازم لتسخين 1 لتر الزيت 20 درجة ميوية يلى 100 درجة ميوية,العلوم,الزمن اللازم لتسخين الزيت يعتمد الطاقة الحرارية المطبقة ومعدل التسخين يذا افترضنا معدل تسخين 2 درجة ميوية الدقيقة فين الزمن اللازم 40 دقيقة
احسب الكتلة اللازمة لتبريد 2 لتر الماي 80 درجة ميوية يلى 20 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 2 لتر 1 كجملتر 2 كجم
احسب المسافة يقطعها جسم يسير بسرعة 15 مترثانية خلال 30 ثانية,العلوم,المسافة السرعة الزمن المسافة 15 مترثانية 30 ثانية 450 متر
احسب الطاقة اللازمة لتسخين 3 لتر الماي 30 درجة ميوية يلى 90 درجة ميوية,العلوم,الطاقة الكتلة الحرارة النوعية التغير درجة الحرارة الطاقة 3 كجم 4186 جولجمدرجة ميوية 60 درجة ميوية 75348 كيلو جول
احسب الكتلة النوعية لمادة حجمها 15 متر مكعب وكتلتها 45 كيلوغرام,العلوم,الكتلة النوعية الكتلة الحجم الكتلة النوعية 45 كجم 15 م³ 3 كجمم³
احسب الزمن اللازم لقطع مسافة 150 بسرعة 60 كمساعة,العلوم,الزمن المسافة السرعة الزمن 150 60 كمساعة 25 ساعة
احسب الكتلة اللازمة لتبريد 3 لتر الزيت 90 درجة ميوية يلى 30 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 3 لتر 092 كجملتر 276 كجم
احسب الطاقة الناتجة حرق 10 كيلوغرام الخشب,العلوم,الطاقة الناتجة حرق الخشب تعتمد القيمة الحرارية للخشب يذا كانت القيمة الحرارية للخشب 20 ميجا جولكجم فين الطاقة الناتجة حرق 10 كجم 10 20 200 ميجا جول
احسب الزمن اللازم لتسخين 2 لتر الماي 40 درجة ميوية يلى 100 درجة ميوية,العلوم,الزمن اللازم لتسخين الماي يعتمد الطاقة الحرارية المطبقة ومعدل التسخين يذا افترضنا معدل تسخين 2 درجة ميوية الدقيقة فين الزمن اللازم 30 دقيقة
احسب الكتلة النوعية لمادة حجمها 3 متر مكعب وكتلتها 9 كيلوغرام,العلوم,الكتلة النوعية الكتلة الحجم الكتلة النوعية 9 كجم 3 م³ 3 كجمم³
احسب المسافة يقطعها جسم خلال 15 ثانية بسرعة 25 مترثانية,العلوم,المسافة السرعة الزمن المسافة 25 مترثانية 15 ثانية 375 متر
احسب الطاقة الكهربايية المستخدمة لتشغيل جهاز كهربايي قدرته 2000 واط لمدة 2 ساعات,التكنولوجيا,الطاقة الكهربايية القدرة الزمن الطاقة 2000 واط 2 ساعات 4000 واط ساعة 4 كيلوواط ساعة
احسب الضغط الناتج قوة مقدارها 300 نيوتن مساحة 3 متر مربع,العلوم,الضغط القوة المساحة الضغط 300 نيوتن 3 م² 100 باسكال
احسب الزمن اللازم لقطع مسافة 250 بسرعة 100 كمساعة,العلوم,الزمن المسافة السرعة الزمن 250 100 كمساعة 25 ساعة
احسب الكتلة اللازمة لرفع درجة حرارة 2 لتر الماي 20 درجة ميوية يلى 80 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 2 لتر 1 كجملتر 2 كجم
احسب الكثافة لمادة كتلتها 400 غرام وحجمها 08 متر مكعب,العلوم,الكثافة الكتلة الحجم الكثافة 400 غرام 08 م³ 500 غرامم³
احسب الزمن اللازم لتسخين 15 لتر الزيت 30 درجة ميوية يلى 90 درجة ميوية,العلوم,الزمن اللازم لتسخين الزيت يعتمد الطاقة الحرارية المطبقة ومعدل التسخين يذا افترضنا معدل تسخين 2 درجة ميوية الدقيقة فين الزمن اللازم 30 دقيقة
احسب الكتلة اللازمة لتبريد 4 لتر الماي 60 درجة ميوية يلى 10 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 4 لتر 1 كجملتر 4 كجم
احسب المسافة يقطعها جسم يسير بسرعة 20 مترثانية خلال 40 ثانية,العلوم,المسافة السرعة الزمن المسافة 20 مترثانية 40 ثانية 800 متر
احسب الطاقة اللازمة لتسخين 25 لتر الماي 35 درجة ميوية يلى 95 درجة ميوية,العلوم,الطاقة الكتلة الحرارة النوعية التغير درجة الحرارة الطاقة 25 كجم 4186 جولجمدرجة ميوية 60 درجة ميوية 6279 كيلو جول
احسب الكتلة النوعية لمادة حجمها 2 متر مكعب وكتلتها 5 كيلوغرام,العلوم,الكتلة النوعية الكتلة الحجم الكتلة النوعية 5 كجم 2 م³ 25 كجمم³
احسب الزمن اللازم لقطع مسافة 180 بسرعة 90 كمساعة,العلوم,الزمن المسافة السرعة الزمن 180 90 كمساعة 2 ساعة
احسب الكتلة اللازمة لتبريد 25 لتر الزيت 70 درجة ميوية يلى 20 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 25 لتر 092 كجملتر 23 كجم
احسب الطاقة الناتجة حرق 7 كيلوغرام الفحم,العلوم,الطاقة الناتجة حرق الفحم تعتمد القيمة الحرارية للفحم يذا كانت القيمة الحرارية للفحم 30 ميجا جولكجم فين الطاقة الناتجة حرق 7 كجم 7 30 210 ميجا جول
احسب الزمن اللازم لتسخين 1 لتر الماي 25 درجة ميوية يلى 85 درجة ميوية,العلوم,الزمن اللازم لتسخين الماي يعتمد الطاقة الحرارية المطبقة ومعدل التسخين يذا افترضنا معدل تسخين 2 درجة ميوية الدقيقة فين الزمن اللازم 30 دقيقة
احسب الكتلة النوعية لمادة حجمها 1 متر مكعب وكتلتها 3 كيلوغرام,العلوم,الكتلة النوعية الكتلة الحجم الكتلة النوعية 3 كجم 1 م³ 3 كجمم³
احسب المسافة يقطعها جسم خلال 20 ثانية بسرعة 30 مترثانية,العلوم,المسافة السرعة الزمن المسافة 30 مترثانية 20 ثانية 600 متر
احسب الطاقة الكهربايية المستخدمة لتشغيل جهاز كهربايي قدرته 1500 واط لمدة 4 ساعات,التكنولوجيا,الطاقة الكهربايية القدرة الزمن الطاقة 1500 واط 4 ساعات 6000 واط ساعة 6 كيلوواط ساعة
احسب الضغط الناتج قوة مقدارها 250 نيوتن مساحة 25 متر مربع,العلوم,الضغط القوة المساحة الضغط 250 نيوتن 25 م² 100 باسكال
احسب الزمن اللازم لقطع مسافة 300 بسرعة 120 كمساعة,العلوم,الزمن المسافة السرعة الزمن 300 120 كمساعة 25 ساعة
احسب الكتلة اللازمة لرفع درجة حرارة 15 لتر الماي 30 درجة ميوية يلى 90 درجة ميوية,العلوم,الكتلة الحجم الكثافة الكتلة 15 لتر 1 كجملتر 15 كجم
احسب الكثافة لمادة كتلتها 350 غرام وحجمها 07 متر مكعب,العلوم,الكثافة الكتلة الحجم الكثافة 350 غرام 07 م³ 500 غرامم³
استنتج الرقم التالي السلسلة العددية 2 4 6 8,التعليم,الرقم التالي السلسلة العددية 10
احسب تكلفة تنفيذ مشروع الطاقة الشمسية لمدينة صغيرة,البيئة والطاقة,تكلفة تنفيذ مشروع الطاقة الشمسية لمدينة صغيرة تصل يلى 2 مليون دولار
احسب الوقت اللازم لينجاز المشروع بناي الموارد المتاحة,الاقتصاد والعمل,الوقت اللازم لينجاز المشروع بناي الموارد المتاحة يقدر بثلاثة يشهر
احسب المسافة اليرض والشمس,العلوم,المسافة اليرض والشمس حوالي 1496 مليون كيلومتر
احسب متوسط العمر المتوقع للينسان العالم,الصحة,متوسط العمر المتوقع للينسان العالم حاليا حوالي 726 عاما
احسب سرعة الضوي الفراغ,العلوم,سرعة الضوي الفراغ تساوي حوالي 299792 كيلومتر الثانية
احسب متوسط درجات الحرارة الصيف القاهرة,الجغرافيا,متوسط درجات الحرارة الصيف القاهرة يتراوح 30 و35 درجة ميوية
